id,rate
19007,27.01
19009,24.54
19011,28.59
19013,28.59
19015,27.01
19017,28.59
19019,28.59
19021,24.54
19023,28.59
19025,27.01
19027,27.01
19029,24.54
19031,28.59
19033,27.01
19035,24.54
19037,28.59
19039,27.01
19041,24.54
19043,28.59
19045,29
19047,24.54
19049,27.01
19051,28.59
19053,27.01
19055,28.59
19057,29
19059,24.27
19061,29
19063,24.27
19065,28.59
19067,28.59
19069,27.01
19071,24.54
19073,27.01
19075,28.59
19077,27.01
19079,27.01
19081,27.01
19083,27.01
19085,24.54
19087,28.59
19089,28.59
19091,27.01
19093,24.54
19095,28.59
19097,29
19099,27.01
19101,28.59
19103,28.59
19105,28.59
19107,28.59
19109,27.01
19111,29
19113,28.59
19115,29
19117,27.01
19119,24.27
19121,27.01
19123,27.01
19125,27.01
19127,27.01
19129,24.54
19131,28.59
19133,24.54
19135,27.01
19137,24.54
19139,29
19141,24.54
19143,24.27
19145,24.54
19147,24.54
19149,24.54
19151,24.54
19153,27.01
19155,24.54
19157,27.01
19159,27.01
19161,24.54
19163,29
19165,24.54
19167,24.54
19169,27.01
19171,28.59
19173,24.54
19175,27.01
19177,28.59
19179,28.59
19181,27.01
19183,28.59
19185,27.01
19187,27.01
19189,27.01
19191,28.59
19193,24.54
19195,27.01
19197,27.01
16001,27.29
16003,27.29
16005,27.29
16007,27.29
16009,26.62
16011,27.29
16013,27.29
16015,27.29
16017,26.62
16019,27.29
16021,26.62
16023,27.29
16025,27.29
16027,27.29
16029,27.29
16031,27.29
16033,27.29
16035,26.62
16037,27.29
16039,27.29
16041,27.37
16043,27.29
16045,27.29
16047,27.29
16049,26.62
16051,27.29
16053,27.29
16055,26.62
16057,26.62
16059,27.29
16061,26.62
16063,27.29
16065,27.29
16067,27.29
16069,26.62
16071,27.29
16073,27.29
16075,27.29
16077,27.29
16079,26.62
16081,27.29
16083,27.29
16085,27.29
16087,27.29
17001,29
17003,30.4
17005,30.4
17007,30.14
17009,29
17011,29
17013,30.4
17015,29
17017,29
17019,27
17021,27
17023,27
17025,30.4
17027,30.4
17029,27
17031,30.28
17033,27
17035,27
17039,27
17037,30.28
17041,27
17043,30.28
17045,27
17047,27.98
17049,30.4
17051,30.4
17053,27
17055,30.4
17057,29
17059,27.98
17061,30.4
17063,30.28
17065,30.4
17067,29
17069,27.98
17071,29
17073,29
17075,30.14
17077,30.4
17079,27
17081,30.4
17083,30.4
17085,29
17087,30.4
17089,30.28
17091,30.28
17093,30.28
17095,29
17097,30.28
17101,27.98
17103,30.14
17105,30.14
17107,27
17115,27
17117,30.4
17119,30.4
17121,30.4
17123,29
17125,29
17127,30.4
17109,29
17111,30.28
17113,27
17129,27
17131,29
17133,30.4
17135,30.4
17137,30.4
17139,27
17141,30.14
17143,29
17145,30.4
17147,27
17149,30.4
17151,30.4
17153,30.4
17155,29
17157,30.4
17159,27.98
17161,29
17165,30.4
17167,27
17169,29
17171,30.4
17173,27
17163,30.4
17175,29
17177,30.14
17179,29
17181,30.4
17183,27
17185,27.98
17187,29
17189,30.4
17191,30.4
17193,27.98
17195,29
17197,30.28
17199,30.4
17201,30.14
17203,29
18001,28.89
18003,28.89
18005,30.76
18007,30.76
18009,28.89
18011,30.76
18013,30.76
18015,30.76
18017,28.89
18019,28.17
18021,30.76
18023,30.76
18025,27.98
18027,27.98
18029,27.99
18031,30.76
18035,30.76
18037,27.98
18039,28.89
18041,30.76
18043,28.17
18045,30.76
18047,27.99
18049,28.89
18051,27.98
18053,28.94
18055,27.98
18057,30.76
18059,30.76
18061,28.17
18063,30.76
18065,30.76
18067,30.76
18069,28.89
18071,27.98
18073,30.28
18075,28.89
18077,28.17
18079,28.19
18081,30.76
18083,27.98
18085,28.89
18089,30.28
18093,27.98
18095,30.76
18097,30.76
18099,28.89
18101,27.98
18103,28.89
18105,27.98
18107,30.76
18109,30.76
18111,30.28
18113,28.89
18115,27.99
18117,27.98
18119,27.98
18121,30.76
18123,27.98
18125,27.98
18127,30.28
18129,27.98
18131,30.14
18133,30.76
18135,29.32
18137,27.99
18139,30.76
18143,28.17
18145,30.76
18147,27.98
18141,28.89
18149,30.14
18151,28.89
18153,30.76
18155,27.99
18157,30.76
18159,30.76
18161,29.22
18163,27.98
18165,30.76
18167,30.76
18169,28.89
18171,30.76
18173,27.98
18175,28.17
18177,29.32
18179,28.89
18181,28.89
18183,28.89
20001,31.73
20003,31.73
20005,31.73
20007,30.04
20009,30.04
20011,31.73
20013,27.22
20015,30.04
20017,30.04
20019,30.04
20021,24.61
20023,30.04
20025,30.04
20027,27.22
20029,27.22
20031,27.22
20033,30.04
20035,30.04
20037,24.61
20039,30.04
20041,27.22
20043,31.73
20045,31.73
20047,30.04
20049,30.04
20051,30.04
20053,30.04
20055,30.04
20057,30.04
20059,31.73
20061,27.22
20063,30.04
20065,30.04
20067,30.04
20069,30.04
20071,30.04
20073,30.04
20075,30.04
20077,30.04
20079,30.04
20081,30.04
20083,30.04
20089,30.04
20091,31.73
20093,30.04
20095,30.04
20097,30.04
20099,30.04
20101,30.04
20103,31.73
20105,30.04
20107,31.73
20109,30.04
20111,27.22
20115,30.04
20117,27.22
20113,30.04
20119,30.04
20121,31.73
20123,30.04
20125,30.04
20127,27.22
20129,30.04
20131,27.22
20133,30.04
20135,30.04
20137,30.04
20141,30.04
20143,27.22
20145,30.04
20147,30.04
20149,27.22
20151,30.04
20153,30.04
20155,30.04
20157,27.22
20159,30.04
20161,27.22
20163,30.04
20165,30.04
20167,30.04
20169,27.22
20171,30.04
20173,30.04
20175,30.04
20179,30.04
20181,30.04
20183,30.04
20185,30.04
20187,30.04
20189,30.04
20191,30.04
20193,30.04
20195,30.04
20199,30.04
20201,27.22
20203,30.04
20205,30.04
20207,30.04
20209,31.73
21001,26.39
21003,26.39
21005,25.85
21007,26.39
21009,26.39
21011,25.85
21013,25.85
21015,27.99
21017,25.85
21019,27.55
21021,25.85
21023,27.99
21025,25.85
21027,28.17
21029,28.17
21031,26.39
21033,26.39
21035,26.39
21037,27.99
21039,26.39
21041,27.99
21043,27.55
21045,25.85
21047,26.39
21049,25.85
21051,25.85
21053,26.39
21055,27.98
21057,26.39
21059,27.98
21061,26.39
21063,27.55
21065,25.85
21067,25.85
21069,25.85
21071,27.55
21073,25.85
21075,26.39
21077,27.99
21079,25.85
21081,27.99
21083,26.39
21085,28.17
21087,25.85
21089,27.55
21091,27.98
21093,28.17
21095,22.8
21097,25.85
21099,28.17
21101,27.98
21103,28.17
21105,26.39
21107,26.39
21109,25.85
21111,28.17
21113,25.85
21115,27.55
21117,27.99
21119,25.85
21121,25.85
21123,28.17
21125,25.85
21127,27.55
21129,25.85
21131,25.85
21133,22.8
21135,27.55
21137,25.85
21139,27.98
21141,26.39
21143,26.39
21151,25.85
21153,27.55
21155,25.85
21157,26.39
21159,27.55
21161,27.99
21145,26.39
21147,25.85
21149,27.98
21163,28.17
21165,25.85
21167,25.85
21169,26.39
21171,26.39
21173,25.85
21175,25.85
21177,26.39
21179,28.17
21181,25.85
21183,27.98
21185,28.17
21187,25.85
21189,25.85
21191,27.99
21193,25.85
21195,27.55
21197,25.85
21199,25.85
21201,25.85
21203,25.85
21205,25.85
21207,26.39
21209,25.85
21211,28.17
21213,26.39
21215,28.17
21217,25.85
21219,26.39
21221,26.39
21223,28.17
21225,27.98
21227,26.39
21229,25.85
21231,25.85
21233,27.98
21235,25.85
21237,25.85
21239,25.85
22001,32.06
22003,32.06
22005,24.94
22007,24.94
22009,32.06
22011,32.06
22013,27.23
22015,27.23
22017,27.23
22019,32.06
22021,32.06
22023,32.06
22025,32.06
22027,27.23
22029,32.06
22031,27.23
22033,24.94
22035,27.23
22037,24.94
22039,32.06
22041,32.06
22043,32.06
22045,32.06
22047,24.94
22049,27.23
22053,32.06
22051,24.94
22059,32.06
22055,32.06
22057,24.94
22061,27.23
22063,24.94
22065,32.06
22067,27.23
22069,32.06
22071,24.94
22073,27.23
22075,24.94
22077,24.94
22079,32.06
22081,27.23
22083,27.23
22085,32.06
22087,24.94
22089,24.94
22091,24.94
22093,24.94
22095,24.94
22097,32.06
22099,32.06
22101,24.94
22103,24.94
22105,24.94
22107,32.06
22109,24.94
22111,27.23
22113,32.06
22115,32.06
22117,24.94
22119,27.23
22121,24.94
22123,27.23
22125,24.94
22127,32.06
25001,27.71
25005,24.32
25005,27.71
25007,27.48
25009,27.31
25009,27.71
25011,25.99
25013,25.99
25015,25.99
25017,27.71
25017,25.85
25019,27.48
25021,27.71
25021,24.32
25023,27.71
25025,27.71
25027,25.85
25027,24.32
24001,24.77
24003,28.78
24510,28.78
24005,28.78
24009,30.62
24011,29.23
24013,28.78
24015,29.43
24017,30.62
24021,30.62
24023,24.77
24025,28.78
24027,28.78
24031,30.62
24033,30.62
24035,28.78
24039,29.23
24037,30.62
24043,26.19
24045,29.23
24047,25.03
24047,29.23
23001,27.31
23003,25.61
23005,27.31
23007,26.76
23009,25.61
23011,23.19
23013,23.19
23015,23.19
23017,26.76
23019,25.61
23021,25.61
23023,27.31
23025,25.61
23027,25.61
23029,25.61
23031,27.31
26001,27.17
26003,27.17
26005,27.92
26007,27.17
26009,27.17
26011,32.79
26013,27.17
26015,27.92
26017,32.79
26019,27.17
26021,27.92
26023,27.92
26025,27.92
26027,27.92
26029,27.17
26031,27.17
26033,27.17
26035,32.79
26037,32.79
26039,27.17
26041,27.17
26043,27.17
26045,32.79
26047,27.17
26049,32.85
26051,32.79
26053,27.17
26055,27.17
26057,32.79
26059,27.92
26061,27.17
26063,32.79
26065,32.79
26067,27.92
26069,27.17
26071,27.17
26073,32.79
26075,27.92
26077,27.92
26079,27.17
26081,27.92
26083,27.17
26085,27.92
26087,32.85
26089,27.17
26091,32.85
26093,32.85
26095,27.17
26097,27.17
26099,32.85
26101,27.17
26103,27.17
26105,27.92
26107,27.92
26109,27.17
26111,32.79
26113,27.17
26115,32.85
26117,27.92
26119,27.17
26121,27.92
26123,27.92
26125,32.85
26127,27.92
26129,27.17
26131,27.17
26133,27.92
26135,27.17
26137,27.17
26139,27.92
26141,27.17
26143,27.17
26145,32.79
26151,32.79
26153,27.17
26155,32.79
26147,32.85
26149,27.92
26157,32.79
26159,27.92
26161,32.85
26163,32.85
26165,27.17
27001,29.37
27003,30.34
27005,27.85
27005,29.37
27007,29.37
27009,30.34
27011,29.82
27013,29.82
27015,29.82
27017,29.37
27019,30.34
27021,29.37
27023,29.82
27025,30.34
27027,27.85
27029,29.37
27031,29.37
27033,29.82
27035,29.37
27037,30.34
27039,29.82
27041,29.82
27043,29.82
27045,29.82
27047,29.82
27049,30.34
27051,29.82
27053,30.34
27055,25.77
27057,29.37
27059,30.34
27061,29.37
27063,24.27
27065,29.82
27067,29.82
27069,27.85
27071,29.37
27073,29.82
27075,29.37
27077,29.37
27079,30.34
27081,24.27
27083,24.27
27087,29.37
27089,27.85
27091,29.82
27085,30.34
27093,29.82
27095,30.34
27097,29.82
27099,29.82
27101,24.27
27103,29.82
27105,24.27
27107,27.85
27109,29.82
27111,27.85
27113,27.85
27115,29.37
27117,24.27
27119,27.85
27121,29.82
27123,30.34
27125,27.85
27127,29.82
27129,29.82
27131,30.34
27133,24.27
27135,27.85
27139,30.34
27141,30.34
27143,30.34
27137,29.37
27145,30.34
27147,29.82
27149,29.82
27151,29.82
27153,29.82
27155,29.82
27157,29.82
27159,29.82
27161,29.82
27163,30.34
27165,29.82
27167,27.85
27169,25.77
27171,30.34
27173,29.82
29001,31.73
29003,31.73
29005,31.73
29007,30.4
29009,24.61
29011,24.61
29013,31.73
29015,24.61
29017,30.4
29019,30.4
29021,31.73
29023,24.61
29025,31.73
29027,30.4
29029,24.61
29031,30.4
29033,31.73
29035,24.61
29037,31.73
29039,24.61
29041,31.73
29043,24.61
29045,30.4
29047,31.73
29049,31.73
29051,30.4
29053,31.73
29055,30.4
29055,30.4
29057,24.61
29059,24.61
29061,31.73
29063,31.73
29065,24.61
29067,24.61
29069,26.74
29071,30.4
29073,30.4
29075,31.73
29077,24.61
29079,31.73
29081,31.73
29083,31.73
29085,24.61
29087,31.73
29089,31.73
29091,24.61
29093,24.61
29095,31.73
29097,24.61
29099,30.4
29101,31.73
29103,30.4
29105,24.61
29107,31.73
29109,24.61
29111,30.4
29113,30.4
29115,31.73
29117,31.73
29121,31.73
29123,24.61
29125,24.61
29127,30.4
29119,27.74
29129,31.73
29131,24.61
29133,24.61
29135,30.4
29137,30.4
29139,30.4
29141,24.61
29143,24.61
29145,24.61
29147,31.73
29149,24.61
29151,30.4
29153,24.61
29155,26.74
29157,30.4
29159,31.73
29161,24.61
29163,30.4
29165,31.73
29167,24.61
29169,24.61
29171,31.73
29173,30.4
29175,30.4
29177,31.73
29179,24.61
29181,24.61
29195,31.73
29197,31.73
29199,30.4
29201,24.61
29203,24.61
29205,30.4
29183,30.4
29185,24.61
29187,30.4
29510,30.4
29189,30.4
29186,30.4
29207,24.61
29209,24.61
29211,31.73
29213,24.61
29215,24.61
29217,24.61
29219,30.4
29221,30.4
29223,24.61
29225,24.61
29227,31.73
29229,24.61
28001,26.14
28003,22.14
28005,26.14
28007,26.14
28009,26.74
28011,22.14
28013,22.14
28015,22.14
28017,22.14
28019,22.14
28021,26.14
28023,26.47
28025,22.14
28027,22.14
28029,26.14
28031,26.14
28033,26.74
28035,26.47
28037,26.14
28039,24.21
28041,26.47
28043,22.14
28045,24.21
28047,24.21
28049,26.14
28051,26.14
28053,26.14
28055,26.14
28057,22.14
28059,24.21
28061,26.47
28063,26.14
28065,26.14
28067,26.47
28069,26.47
28071,22.14
28071,26.74
28073,26.47
28075,26.47
28077,26.14
28079,26.47
28081,22.14
28083,22.14
28085,26.14
28087,22.14
28089,26.14
28091,26.14
28093,26.74
28095,22.14
28097,22.14
28099,26.47
28101,26.47
28103,22.14
28105,22.14
28107,26.74
28109,24.21
28111,26.47
28113,26.14
28115,22.14
28115,26.74
28117,22.14
28119,22.14
28121,26.14
28123,26.14
28125,26.14
28127,26.14
28129,26.14
28131,24.21
28133,22.14
28135,22.14
28137,26.74
28139,26.74
28141,22.14
28143,26.74
28145,22.14
28145,26.74
28147,26.14
28149,26.14
28151,22.14
28153,26.47
28155,22.14
28157,26.14
28159,22.14
28161,22.14
28163,26.14
30001,29.11
30003,29.11
30005,29.11
30007,29.11
30009,29.11
30011,29.11
30013,29.11
30015,29.11
30017,29.11
30019,29.11
30021,29.11
30023,29.11
30025,29.11
30027,29.11
30029,29.11
30031,29.11
30033,29.11
30035,29.11
30037,29.11
30039,29.11
30041,29.11
30043,29.11
30045,29.11
30047,29.11
30049,29.11
30051,29.11
30053,29.11
30057,29.11
30055,29.11
30059,29.11
30061,29.11
30063,29.11
30065,29.11
30067,29.11
30069,29.11
30071,29.11
30073,29.11
30075,29.11
30077,29.11
30079,29.11
30081,29.11
30083,29.11
30085,29.11
30087,29.11
30089,29.11
30091,29.11
30093,29.11
30095,29.11
30097,29.11
30099,29.11
30101,29.11
30103,29.11
30105,29.11
30107,29.11
30109,29.11
30111,29.11
37001,24.96
37003,24.03
37005,22.8
37007,24.98
37009,22.8
37011,24.03
37013,29.1
37015,29.1
37017,24.96
37019,29.1
37021,24.03
37023,24.03
37025,24.98
37027,24.03
37029,25.03
37031,29.1
37033,24.96
37035,24.03
37037,25.33
37039,24.03
37041,25.03
37043,24.03
37045,24.98
37047,29.1
37049,29.1
37051,25.33
37053,25.03
37055,29.1
37057,24.96
37059,24.96
37061,29.1
37063,25.33
37065,24.96
37067,24.96
37069,25.33
37071,24.98
37073,25.03
37075,24.03
37077,25.33
37079,29.1
37081,24.96
37083,24.96
37085,25.33
37087,24.03
37089,24.03
37091,29.1
37093,25.33
37095,29.1
37097,24.98
37099,24.03
37101,25.33
37103,29.1
37105,25.33
37107,29.1
37109,24.98
37113,24.03
37115,24.03
37117,29.1
37111,24.03
37119,24.98
37121,24.03
37123,24.96
37125,24.96
37127,24.96
37129,29.1
37131,24.96
37133,29.1
37135,25.33
37137,29.1
37139,25.03
37141,29.1
37143,25.03
37145,25.33
37147,29.1
37149,24.03
37151,24.96
37153,24.96
37155,25.33
37157,24.96
37159,24.98
37161,24.03
37163,24.96
37165,25.33
37167,24.98
37169,24.96
37171,24.96
37173,24.03
37175,24.03
37177,29.1
37179,24.98
37181,25.33
37183,25.33
37185,24.96
37187,29.1
37189,22.8
37191,25.33
37193,24.98
37195,24.96
37197,24.96
37199,24.03
38001,27.85
38003,27.85
38005,27.85
38007,27.85
38009,27.85
38011,27.85
17001,27.29
17023,27.29
17055,27.37
17081,27.29
17119,27.29
17189,27.29
38013,27.85
38015,27.85
38017,27.85
38019,27.85
38021,27.85
38023,27.85
38025,27.85
38027,27.85
38029,27.85
38031,27.85
38033,27.85
38035,27.85
38037,27.85
38039,27.85
38041,27.85
38043,27.85
38045,27.85
38047,27.85
38049,27.85
38051,27.85
38053,27.85
38055,27.85
38057,27.85
38059,27.85
38061,27.85
38063,27.85
38065,27.85
38067,27.85
38069,27.85
38071,27.85
38073,27.85
38075,27.85
38077,27.85
38079,27.85
38081,27.85
38083,27.85
38085,27.85
38087,27.85
38089,27.85
38091,27.85
38093,27.85
38095,27.85
38097,27.85
38099,27.85
38101,27.85
38103,27.85
38105,27.85
31001,24.54
31003,24.54
31005,24.54
31007,26.64
31009,24.54
31011,24.54
31013,26.64
31015,24.54
31017,24.54
31019,24.54
31021,24.54
31023,24.54
31025,24.54
31027,24.54
31029,24.54
31031,24.54
31033,26.64
31035,24.54
31037,24.54
31039,24.54
31041,24.54
31043,24.54
31045,26.64
31047,24.54
31049,26.64
31051,24.54
31053,24.54
31055,24.54
31057,24.54
31059,24.54
31061,24.54
31063,24.54
31065,24.54
31067,24.54
31069,26.64
31071,24.54
31073,24.54
31075,24.54
31077,24.54
31079,24.54
31081,24.54
31083,24.54
31085,24.54
31087,24.54
31089,24.54
31091,24.54
31093,24.54
31095,24.54
31097,24.54
31099,24.54
31101,24.54
31103,24.54
31105,26.64
31107,24.54
31109,24.54
31111,24.54
31113,24.54
31115,24.54
31119,24.54
31117,24.54
31121,24.54
31123,26.64
31125,24.54
31127,24.54
31129,24.54
31131,24.54
31133,24.54
31135,24.54
31137,24.54
31139,24.54
31141,24.54
31143,24.54
31145,24.54
31147,24.54
31149,24.54
31151,24.54
31153,24.54
31155,24.54
31157,26.64
31159,24.54
31161,26.64
31163,24.54
31165,26.64
31167,24.54
31169,24.54
31171,24.54
31173,24.54
31175,24.54
31177,24.54
31179,24.54
31181,24.54
31183,24.54
31185,24.54
33001,25.85
33003,25.62
33005,25.62
33007,26.76
33009,25.62
33011,25.85
33013,25.85
33015,27.31
33017,27.31
33019,25.62
34001,28.48
34003,30.32
34005,28.48
34005,29.2
34007,28.48
34009,28.48
34011,28.48
34013,30.32
34015,28.48
34017,30.32
34019,30.32
34021,29.2
34023,30.32
34025,30.32
34027,30.32
34029,30.32
34029,29.2
34031,30.32
34033,29.43
34035,30.32
34037,30.32
34039,30.32
34041,29.2
35003,28.04
35005,25.77
35007,28.04
35009,28.04
35013,25.77
35015,25.77
35017,25.77
35019,28.04
35021,28.04
35023,25.77
35025,24.01
35027,28.04
35027,25.77
35029,25.77
35031,29.89
35033,28.04
35035,25.77
35037,28.04
35041,28.04
35045,29.89
35051,25.77
35053,28.04
35053,25.77
35055,28.04
35059,28.04
32510,28.71
32001,27.96
32003,31.25
32005,28.71
32007,27.96
32009,31.25
32011,27.96
32013,27.96
32015,27.96
32017,31.25
32019,27.96
32021,27.96
32023,31.25
32027,27.96
32029,27.96
32031,27.96
32033,27.96
36003,26.33
36005,30.32
36007,28.42
36009,29.85
36011,28.42
36013,29.73
36015,26.33
36017,28.42
36019,24.63
36023,28.42
36025,28.73
36027,30.32
36029,29.85
36031,24.63
36033,24.63
36037,26.33
36039,28.73
36041,28.42
36043,28.42
36045,24.63
36047,30.32
36049,24.63
36051,26.33
36053,
36055,26.33
36059,30.32
36061,30.32
36063,29.85
36065,28.42
36067,28.42
36069,26.33
36071,30.32
36073,26.33
36075,28.42
36077,28.42
36079,30.32
36081,30.32
36085,30.32
36087,30.32
36097,26.33
36099,26.33
36089,24.63
36101,26.33
36103,30.32
36107,28.42
36109,28.42
36117,26.33
36119,30.32
36121,26.33
36123,26.33
39001,27.99
39003,28.89
39005,30.88
39007,31.02
39009,27.55
39011,29.32
39013,28.18
39015,27.99
39017,27.99
39019,31.02
39021,29.42
39023,29.42
39025,27.99
39027,29.22
39029,30.88
39031,28.13
